"SpecCode","Genus","Species","SpeciesRefNo","Author","SubFamily","FamCode","GenCode","SubGenCode","Remark","Family","Order","Class"
7633,"Acantholabrus","palloni",5292,"(Risso, 1810)",NA,362,516,NA,NA,"Labridae","Perciformes","Actinopterygii"
14420,"Achoerodus","gouldii",9563,"(Richardson, 1843)",NA,362,1561,NA,NA,"Labridae","Perciformes","Actinopterygii"
50808,"Achoerodus","viridis",26878,"(Steindachner, 1866)",NA,362,1561,NA,NA,"Labridae","Perciformes","Actinopterygii"
59627,"Ammolabrus","dicrus",35918,"Randall & Carlson, 1997","Xyrichtyinae",362,8182,NA,NA,"Labridae","Perciformes","Actinopterygii"
4888,"Anampses","caeruleopunctatus",9823,"Rüppell, 1829","Corinae",362,2659,NA,NA,"Labridae","Perciformes","Actinopterygii"
4919,"Anampses","chrysocephalus",2677,"Randall, 1958","Corinae",362,2659,NA,NA,"Labridae","Perciformes","Actinopterygii"
4916,"Anampses","cuvier",2677,"Quoy & Gaimard, 1824","Corinae",362,2659,NA,NA,"Labridae","Perciformes","Actinopterygii"
4918,"Anampses","elegans",2677,"Ogilby, 1889","Corinae",362,2659,NA,NA,"Labridae","Perciformes","Actinopterygii"
4892,"Anampses","femininus",2677,"Randall, 1972","Corinae",362,2659,NA,NA,"Labridae","Perciformes","Actinopterygii"
4891,"Anampses","geographicus",9823,"Valenciennes, 1840","Corinae",362,2659,NA,NA,"Labridae","Perciformes","Actinopterygii"
4917,"Anampses","lennardi",2677,"Scott, 1959","Corinae",362,2659,NA,NA,"Labridae","Perciformes","Actinopterygii"
7800,"Anampses","lineatus",4392,"Randall, 1972","Corinae",362,2659,NA,NA,"Labridae","Perciformes","Actinopterygii"
5622,"Anampses","melanurus",1602,"Bleeker, 1857","Corinae",362,2659,NA,NA,"Labridae","Perciformes","Actinopterygii"
4889,"Anampses","meleagrides",2677,"Valenciennes, 1840","Corinae",362,2659,NA,NA,"Labridae","Perciformes","Actinopterygii"
4890,"Anampses","neoguinaicus",9823,"Bleeker, 1878","Corinae",362,2659,NA,NA,"Labridae","Perciformes","Actinopterygii"
4893,"Anampses","twistii",9823,"Bleeker, 1856","Corinae",362,2659,NA,NA,"Labridae","Perciformes","Actinopterygii"
14328,"Anchichoerops","natalensis",5374,"(Gilchrist & Thompson, 1909)",NA,362,9038,NA,NA,"Labridae","Perciformes","Actinopterygii"
47036,"Austrolabrus","maculatus",26203,"(Macleay, 1881)",NA,362,1765,NA,NA,"Labridae","Perciformes","Actinopterygii"
66314,"Bodianus","albotaeniatus",88079,"(Valenciennes, 1839)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
5497,"Bodianus","anthioides",75973,"(Bennett, 1832)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
5498,"Bodianus","axillaris",9823,"(Bennett, 1832)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
64025,"Bodianus","bathycapros",75973,"Gomon, 2006","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
6580,"Bodianus","bilunulatus",9823,"(Lacepède, 1801)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
5499,"Bodianus","bimaculatus",75973,"Allen, 1973","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
64243,"Bodianus","busellatus",75973,"Gomon, 2006","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
23523,"Bodianus","cylindriatus",75973,"(Tanaka, 1930)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
5500,"Bodianus","diana",75973,"(Lacepède, 1801)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
64242,"Bodianus","dictynna",75973,"Gomon, 2006","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
8270,"Bodianus","diplotaenia",5592,"(Gill, 1862)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
8272,"Bodianus","eclancheri",5590,"(Valenciennes, 1846)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
60823,"Bodianus","flavifrons",44106,"Gomon, 2001","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
60820,"Bodianus","flavipinnis",44106,"Gomon, 2001","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
52463,"Bodianus","frenchii",9002,"(Klunzinger, 1879)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
14401,"Bodianus","insularis",3637,"Gomon & Lubbock, 1980","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
23525,"Bodianus","izuensis",75973,"Araga & Yoshino, 1975","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
7716,"Bodianus","leucosticticus",4392,"(Bennett, 1832)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
12744,"Bodianus","loxozonus",75973,"(Snyder, 1908)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
14330,"Bodianus","macrognathos",75973,"(Morris, 1974)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
14334,"Bodianus","macrourus",75973,"(Lacepède, 1801)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
23526,"Bodianus","masudai",75973,"Araga & Yoshino, 1975","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
5501,"Bodianus","mesothorax",75973,"(Bloch & Schneider, 1801)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
25412,"Bodianus","neilli",9710,"(Day, 1867)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
64023,"Bodianus","neopercularis",75973,"Gomon, 2006","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
25754,"Bodianus","opercularis",75973,"(Guichenot, 1847)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
6925,"Bodianus","oxycephalus",75973,"(Bleeker, 1862)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
64026,"Bodianus","paraleucosticticus",75973,"Gomon, 2006","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
7734,"Bodianus","perditio",75973,"(Quoy & Gaimard, 1834)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
46474,"Bodianus","prognathus",13850,"Lobel, 1981","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
1066,"Bodianus","pulchellus",75973,"(Poey, 1860)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
64241,"Bodianus","rubrisos",75973,"Gomon, 2006","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
1067,"Bodianus","rufus",7251,"(Linnaeus, 1758)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
46491,"Bodianus","sanguineus",75973,"(Jordan & Evermann, 1903)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
13800,"Bodianus","scrofa",75973,"(Valenciennes, 1839)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
64240,"Bodianus","sepiacaudus",75973,"Gomon, 2006","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
64244,"Bodianus","solatus",75973,"Gomon, 2006","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
4955,"Bodianus","speciosus",75973,"(Bowdich, 1825)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
23527,"Bodianus","tanyokidus",75973,"Gomon & Madden, 1981","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
23524,"Bodianus","thoracotaeniatus",75973,"Yamamoto, 1982","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
59649,"Bodianus","trilineatus",35918,"(Fowler, 1934)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
27512,"Bodianus","unimaculatus",75973,"(Günther, 1862)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
13039,"Bodianus","vulpinus",75973,"(Richardson, 1850)","Bodianinae",362,1995,NA,NA,"Labridae","Perciformes","Actinopterygii"
57256,"Centrolabrus","caeruleus",35939,"Azevedo, 1999",NA,362,9201,NA,NA,"Labridae","Perciformes","Actinopterygii"
55,"Centrolabrus","exoletus",4742,"(Linnaeus, 1758)",NA,362,9201,NA,NA,"Labridae","Perciformes","Actinopterygii"
22498,"Centrolabrus","trutta",5292,"(Lowe, 1834)",NA,362,9201,NA,NA,"Labridae","Perciformes","Actinopterygii"
60813,"Cheilinus","abudjubbe",35918,"Rüppell, 1835","Cheilininae",362,1522,NA,NA,"Labridae","Perciformes","Actinopterygii"
5598,"Cheilinus","chlorourus",9823,"(Bloch, 1791)","Cheilininae",362,1522,NA,NA,"Labridae","Perciformes","Actinopterygii"
5600,"Cheilinus","fasciatus",9823,"(Bloch, 1791)","Cheilininae",362,1522,NA,NA,"Labridae","Perciformes","Actinopterygii"
12780,"Cheilinus","lunulatus",8883,"(Forsskål, 1775)","Cheilininae",362,1522,NA,NA,"Labridae","Perciformes","Actinopterygii"
5602,"Cheilinus","oxycephalus",2334,"Bleeker, 1853","Cheilininae",362,1522,NA,NA,"Labridae","Perciformes","Actinopterygii"
5603,"Cheilinus","trilobatus",9823,"Lacepède, 1801","Cheilininae",362,1522,NA,NA,"Labridae","Perciformes","Actinopterygii"
5604,"Cheilinus","undulatus",2334,"Rüppell, 1835","Cheilininae",362,1522,NA,NA,"Labridae","Perciformes","Actinopterygii"
5623,"Cheilio","inermis",2334,"(Forsskål, 1775)","Corinae",362,2010,NA,NA,"Labridae","Perciformes","Actinopterygii"
5502,"Choerodon","anchorago",9823,"(Bloch, 1791)","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
49409,"Choerodon","azurio",559,"(Jordan & Snyder, 1901)","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
59634,"Choerodon","cauteroma",36661,"Gomon & Allen, 1987","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
10848,"Choerodon","cephalotes",9823,"(Castelnau, 1875)","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
12934,"Choerodon","cyanodus",2334,"(Richardson, 1843)","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
12722,"Choerodon","fasciatus",2334,"(Günther, 1867)","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
59644,"Choerodon","frenatus",35918,"Ogilby, 1910","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
60807,"Choerodon","gomoni",88079,"Allen & Randall, 2002","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
8128,"Choerodon","graphicus",9823,"(De Vis, 1885)","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
23519,"Choerodon","gymnogenys",559,"(Günther, 1867)","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
6597,"Choerodon","jordani",2334,"(Snyder, 1908)","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
58165,"Choerodon","margaritiferus",35918,"Fowler & Bean, 1928","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
51741,"Choerodon","melanostigma",35918,"Fowler & Bean, 1928","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
6615,"Choerodon","monostigma",3131,"Ogilby, 1910","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
8406,"Choerodon","oligacanthus",572,"(Bleeker, 1851)","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
59635,"Choerodon","paynei",35918,"Whitley, 1945","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
6926,"Choerodon","robustus",559,"(Günther, 1862)","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
25756,"Choerodon","rubescens",9710,"(Günther, 1862)","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
6433,"Choerodon","schoenleinii",2334,"(Valenciennes, 1839)","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
59636,"Choerodon","sugillatum",36661,"Gomon, 1987","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
12935,"Choerodon","venustus",2334,"(De Vis, 1884)","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
10853,"Choerodon","vitta",3132,"Ogilby, 1910","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
10548,"Choerodon","zamboangae",3131,"(Seale & Bean, 1907)","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
51738,"Choerodon","zosterophorus",280,"(Bleeker, 1868)","Bodianinae",362,1306,NA,NA,"Labridae","Perciformes","Actinopterygii"
56636,"Cirrhilabrus","adornatus",31269,"Randall & Kunzmann, 1998","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
59628,"Cirrhilabrus","aurantidorsalis",35918,"Allen & Kuiter, 1999","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
25760,"Cirrhilabrus","balteatus",9710,"Randall, 1988","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
59880,"Cirrhilabrus","bathyphilus",44203,"Randall & Nagareda, 2002","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
64182,"Cirrhilabrus","beauperryi",78106,"Allen, Drew & Barber, 2008","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
25759,"Cirrhilabrus","blatteus",9710,"Springer & Randall, 1974","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
63981,"Cirrhilabrus","brunneus",75880,"Allen, 2006","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
63948,"Cirrhilabrus","cenderawasih",75881,"Allen & Erdmann, 2006","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
59481,"Cirrhilabrus","claire",41654,"Randall & Pyle, 2001","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
54179,"Cirrhilabrus","condei",31120,"Allen & Randall, 1996","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
5106,"Cirrhilabrus","cyanopleura",5278,"(Bleeker, 1851)","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
59510,"Cirrhilabrus","earlei",41654,"Randall & Pyle, 2001","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
5614,"Cirrhilabrus","exquisitus",5278,"Smith, 1957","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
10615,"Cirrhilabrus","filamentosus",8631,"(Klausewitz, 1976)","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
46517,"Cirrhilabrus","flavidorsalis",26153,"Randall & Carpenter, 1980","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
66867,"Cirrhilabrus","humanni",90102,"Allen & Erdmann, 2012","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
60740,"Cirrhilabrus","joanallenae",44110,"Allen, 2000","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
25762,"Cirrhilabrus","johnsoni",9710,"Randall, 1988","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
7768,"Cirrhilabrus","jordani",583,"Snyder, 1904","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
7582,"Cirrhilabrus","katherinae",5278,"Randall, 1992","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
57798,"Cirrhilabrus","katoi",36346,"Senou & Hirata, 2000","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
13023,"Cirrhilabrus","laboutei",9060,"Randall & Lubbock, 1982","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
7583,"Cirrhilabrus","lanceolatus",5278,"Randall & Masuda, 1991","Cheilininae",362,10253,NA,"Type locality: Okinawa.","Labridae","Perciformes","Actinopterygii"
13027,"Cirrhilabrus","lineatus",9060,"Randall & Lubbock, 1982","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
13041,"Cirrhilabrus","lubbocki",9823,"Randall & Carpenter, 1980","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
7584,"Cirrhilabrus","lunatus",5278,"Randall & Masuda, 1991","Cheilininae",362,10253,NA,"Type locality: Okinawa.","Labridae","Perciformes","Actinopterygii"
17451,"Cirrhilabrus","luteovittatus",1602,"Randall, 1988","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
61859,"Cirrhilabrus","marjorie",52303,"Allen, Randall & Carlson, 2003","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
7585,"Cirrhilabrus","melanomarginatus",5278,"Randall & Shen, 1978","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
59637,"Cirrhilabrus","morrisoni",35918,"Allen, 1999","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
66424,"Cirrhilabrus","nahackyi",89074,"Walsh & Tanaka, 2012","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
64878,"Cirrhilabrus","naokoae",80411,"Randall & Tanaka, 2009","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
13028,"Cirrhilabrus","punctatus",2334,"Randall & Kuiter, 1989","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
54185,"Cirrhilabrus","pylei",31220,"Allen & Randall, 1996","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
25031,"Cirrhilabrus","randalli",11903,"Allen, 1995","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
25763,"Cirrhilabrus","rhomboidalis",9710,"Randall, 1988","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
25026,"Cirrhilabrus","roseafascia",9060,"Randall & Lubbock, 1982","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
7586,"Cirrhilabrus","rubrimarginatus",5278,"Randall, 1992","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
13042,"Cirrhilabrus","rubripinnis",9823,"Randall & Carpenter, 1980","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
25030,"Cirrhilabrus","rubrisquamis",10374,"Randall & Emery, 1983","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
12781,"Cirrhilabrus","rubriventralis",8883,"Springer & Randall, 1974","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
58168,"Cirrhilabrus","sanguineus",35918,"Cornic, 1987","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
12728,"Cirrhilabrus","scottorum",2334,"Randall & Pyle, 1989","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
60815,"Cirrhilabrus","solorensis",35918,"Bleeker, 1853","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
5484,"Cirrhilabrus","temminckii",5278,"Bleeker, 1853","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
59640,"Cirrhilabrus","tonozukai",35918,"Allen & Kuiter, 1999","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
54193,"Cirrhilabrus","walindi",31120,"Allen & Randall, 1996","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
59511,"Cirrhilabrus","walshi",41654,"Randall & Pyle, 2001","Cheilininae",362,10253,NA,NA,"Labridae","Perciformes","Actinopterygii"
60808,"Clepticus","africanus",81027,"Heiser, Moura & Robertson, 2000",NA,362,2591,NA,NA,"Labridae","Perciformes","Actinopterygii"
60809,"Clepticus","brasiliensis",57756,"Heiser, Moura & Robertson, 2000",NA,362,2591,NA,NA,"Labridae","Perciformes","Actinopterygii"
3656,"Clepticus","parrae",9626,"(Bloch & Schneider, 1801)",NA,362,2591,NA,NA,"Labridae","Perciformes","Actinopterygii"
25764,"Conniella","apterygia",9710,"Allen, 1983",NA,362,9500,NA,NA,"Labridae","Perciformes","Actinopterygii"
58407,"Coris","atlantica",35918,"Günther, 1862","Corinae",362,8550,NA,NA,"Labridae","Perciformes","Actinopterygii"
25769,"Coris","auricularis",33411,"(Valenciennes, 1839)","Corinae",362,8550,NA,NA,"Labridae","Perciformes","Actinopterygii"
13029,"Coris","aurilineata",33411,"Randall & Kuiter, 1982","Corinae",362,8550,NA,NA,"Labridae","Perciformes","Actinopterygii"
5624,"Coris","aygula",33411,"Lacepède, 1801","Corinae",362,8550,NA,NA,"Labridae","Perciformes","Actinopterygii"
60816,"Coris","ballieui",33411,"Vaillant & Sauvage, 1875","Corinae",362,8550,NA,NA,"Labridae","Perciformes","Actinopterygii"
25688,"Coris","batuensis",33411,"(Bleeker, 1856)","Corinae",362,8550,NA,NA,"Labridae","Perciformes","Actinopterygii"
12729,"Coris","bulbifrons",33411,"Randall & Kuiter, 1982","Corinae",362,8550,NA,NA,"Labridae","Perciformes","Actinopterygii"
